-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,178,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,183,184,185,-1,-1,87,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,178,179,-1,-1,-1,177,178,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,82,83
-1,-1,-1,119,120,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,114,115,-1,-1,-1,-1,-1,-1,-1
119,120,121,135,136,137,119,120,121,-1,87,88,89,-1,87,88,89,-1,23,24,39,40,23,24,25,-1,-1,-1,-1,177,178,179,-1,113,114,115,-1,-1,117,-1,129,130,131,113,114,115,-1,-1,-1,-1
135,136,137,135,136,137,135,136,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,40,39,40,39,40,41,-1,-1,-1,-1,-1,-1,-1,-1,129,130,131,-1,-1,133,-1,129,130,131,129,130,131,113,114,115,-1
151,152,153,151,152,153,151,152,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,56,55,56,55,56,57,-1,-1,-1,-1,-1,-1,-1,-1,145,146,147,-1,-1,149,-1,145,146,147,145,146,147,145,146,147,181
